Provincia,Descripcion.de.Linea.del.Negocio,Nombre.de.la.Organizacion,Departamento,valor_inicial,valor_final,Activo,F.Registral,cod_pdn,Distrito,timestamp,length
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,600,600,CUYES MACHOS,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,"2,550","2,550",CUYES HEMBRAS,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,420,420,GAZAPOS,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,"2,250","2,250",ALFALFA,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,"2,000","2,000",FORRAJES,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,"1,000","1,000",CUYES PARA VENTA,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,150,150,POZAS RUSTICAS 1X2,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,"1,200","2,744",CARRETILLA,11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,0,"1,315",COMPRA DE CUYES (REPRODUCTORES Y GAZAPOS),11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,"1,600","2,880",MANGUERA DE 100 METROS,11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,0,"1,020",COMPRA DE MALLAS (INSTALACION DE POZAS),11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,"1,600","2,290",MOCHILAS FUMIGADORAS (CONTROL DE PLAGAS EN PASTOS Y FORRAJES),11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,"1,280","1,740",ASPERSORES (PARA RIEGO DE PASTOS),11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,0,460,COMPRA DE JAVAS (TRANSPORTE DE CUYES),11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,300,600,PALA,11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,"3,500",0,PICADORA DE CHALA,11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,300,0,PICOS,11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,120,0,RASTRILLOS,11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,225,0,CEGADERAS,11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,900,0,DE ALFALFA,11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,"1,800",0,DE FORRAJE,11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,540,0,CUYES PARA VENTA,11050340,1048,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIANZA DE ANIMALES MENORES WISKACHANI DE TOCRA,CUSCO,"18,000",0,GALPONES RUSTICOS,11050340,1048,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,"4,800","10,600",TELAR,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,0,"2,000",MAQUINA DE TEJER,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,0,"1,150",MAQUINA DE COSER RECTA,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,600,600,IMPLEMENTOS DE TEJIDO DE CHALE,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,300,300,IMPLEMENTOS DE TEJIDOCHALINA,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,450,450,IMPLEMENTOS DE TEJIDO DE PAZADISO,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,150,150,IMPLEMENTOS DE TEJIDO DE FAJAS,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,450,450,IMPLEMENTOS DE TEJIDOS DE LLICLLA,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,90,90,RUECA,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,120,120,ESTACAS,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,450,450,OLLAS,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,75,75,SOGAS,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,"5,400","5,400",LOCAL/SOCIO,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,"15,000","15,000",OVINOS (PROVEEDOR DE MATERIA PRIMA),11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,60,60,LANA DE OVEJA,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,"1,000","1,000",HILOS DE ALPACA CHULLPA,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,"1,200",0,CHALE,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,"2,000",0,CHALINA,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,"1,200",0,PASADIZO,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,750,0,FAJAS,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,600,0,LLICLLA,11142856,1049,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES ENTELEY-HUARANCA,CUSCO,"4,500",0,ALMACEN RUSTICO,11142856,1049,HUANCARANI,,
PUNO,LACTEOS,ASOCIACION DE AGROPECUARIA DE PRODUCTORES DE GANADO LECHERO LINCOLL,PUNO,0,0,"PALAS, RASTRILLOS, PICOS, CEGADERAS, CARRETILLAS",11107408,105,PAUCARCOLLA,,
PUNO,LACTEOS,ASOCIACION DE AGROPECUARIA DE PRODUCTORES DE GANADO LECHERO LINCOLL,PUNO,0,0,COBERTIZOS,11107408,105,PAUCARCOLLA,,
PUNO,LACTEOS,ASOCIACION DE AGROPECUARIA DE PRODUCTORES DE GANADO LECHERO LINCOLL,PUNO,0,0,"ALFALFA, PASTOS NATURALES, AVENA.",11107408,105,PAUCARCOLLA,,
PUNO,LACTEOS,ASOCIACION DE AGROPECUARIA DE PRODUCTORES DE GANADO LECHERO LINCOLL,PUNO,0,0,VACAS EN PRODUCCION,11107408,105,PAUCARCOLLA,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,"27,000","60,000",TOROS PARA ENGORDE,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,"1,300","11,700",PASTOS ASOCIADOS,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,50,300,MOCHETAS,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,160,160,JERINGAS HIPODERMICAS,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,"1,200","1,200",MOCHILAS FUMIGADORAS,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,225,225,CEGADERAS,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,"1,500","1,500",MANGUERAS DE 50 METROS,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,750,750,ASPERSORES (PARA RIEGO DE PASTOS),11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,180,180,ESTACAS DE MADERA,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,225,0,SOGAS,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,"10,000","10,000",PASTOS ASOCIADOS,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,"20,000","20,000",FORRAJES,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,"50,000","50,000",CHALA DE MAIZ,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,"26,000",0,TORETES,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,"2,000","2,000",FORRAJES,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,"7,500","7,500",CHALA DE MAIZ,11142849,1050,HUANCARANI,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES LAS FLORCITAS DE PAUCANA,CUSCO,"1,250","65,250",COBERTIZOS,11142849,1050,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,0,"17,000",CONSTRUCCION DE GALPONES DE CUYES,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,0,"2,184",CONSTRCCION DE POZAS,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,0,"1,731",COMPRA DE CUYES,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,0,510,GAZAPERAS,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,270,0,CEGADERAS,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,"1,200",0,CARRETILLAS,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,"10,000",0,DE SIEMBRA DE ALFALFA,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,"20,000",0,DE SIEMBRA DE FORRAJES,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,800,0,CUYES MACHOS,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,"7,200",0,CUYES HEMBRAS,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,"1,440",0,GAZAPOS,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,"1,000",0,ALFALFA,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,"4,000",0,FORRAJES,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,900,0,CUYES PARA VENTA,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,"20,000",0,GALPONES RUSTICOS,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,"1,440",0,ASPERSORES (PARA RIEGO DE PASTOS),11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,800,0,MANGUERA DE 100 METROS,11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,"1,600",0,MOCHILAS FUMIGADORAS (CONTROL DE PLAGAS EN PASTOS Y FORRAJES),11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,360,0,PALAS (CULTIVOS DE PASTOS),11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,360,0,PICOS (CULTIVOS DE PASTOS),11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS PALMERAS DE PAUCARTAMBO,CUSCO,120,0,RASTRILLOS (CULTIVOS DE PASTOS Y LIMPIEZA),11145420,1051,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,"1,300","3,500",PASTOS ASOCIADOS,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,50,210,MOCHETAS,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,"10,000","10,000",PASTOS ASOCIADOS,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,"50,000","50,000",FORRAJES,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,"50,000","50,000",DE CHALA DE MAIZ,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,"30,000","30,000",TOROS PARA ENGORDE,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,"24,000","24,000",TORETES,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,"2,000","2,000",FORRAJES,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,"7,500","7,500",CHALA DE MAIZ,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,500,0,JERINGAS HIPODERMICAS,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,500,500,MOCHILAS FUMIGADORAS (CONTROL DE PLAGAS EN PASTOS Y FORRAJES),11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,225,225,CEGADERAS,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,"1,500","1,500",MANGUERAS DE 50 METROS,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,750,750,ASPERSORES (PARA RIEGO DE PASTOS),11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,180,180,ESTACAS DE MADERA,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,225,225,SOGAS,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS LOS PUCLLAK TORO DE KALLACANCHA,CUSCO,"1,250","31,250",COBERTIZOS RUSTICOS,11145409,1053,PAUCARTAMBO,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,"11,500","25,500",GALPONES RUSTICOS,11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,0,700,JAULAS,11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,0,210,BOTIQUIN VETERINARIO,11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,"1,600",0,ASPERSORES (PARA RIEGO DE PASTOS),11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,"1,500",0,MANGUERA DE 100 METROS,11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,"1,600",0,MOCHILAS FUMIGADORAS (CONTROL DE PLAGAS EN PASTOS Y FORRAJES),11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,300,0,PALA,11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,300,0,PICOS,11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,120,0,RASTRILLO,11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,225,0,CEGADERAS (CORTE DE PASTOS Y FORRAJES),11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,"1,200",0,CARRETILLA (TRASLADO DE PASTOS Y LIMPIEZA),11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,"7,500",0,DE SIEMBRA DE ALFALFA,11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,"20,000",0,DE SIEMBRA DE FORRAJES,11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,800,0,CUYES MACHOS,11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,"1,800",0,CUYES HEMBRAS,11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,400,0,GAZAPOS,11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,"2,250",0,ALFALFA,11145568,1055,CHALLABAMBA,,
